,player,runs,mins,bf,4s,6s,sr,inns_batting,unnamed:,overs,mdns,runs,wkts,econ,inns_batting,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country
2152,CR Woakes,DNB,-,-,-,-,-,2,,10.0,2,43,1,4.30,1,0,0,0,0,0,v Pakistan,Southampton,2016-08-24,ENG
9642,NM Lyon,4*,7,6,0,0,66.66,2,,9.0,0,49,1,5.44,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
4873,JC Buttler,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,1,1,0,1,0,v Pakistan,Southampton,2016-08-24,ENG
11546,SPD Smith,30,34,33,5,0,90.90,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2016-08-24,AUS
7211,MA Starc,5*,5,7,0,0,71.42,2,,10.0,1,32,3,3.20,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
12975,TM Head,10,23,17,1,0,58.82,2,,4.0,0,18,0,4.50,1,2,2,0,0,2,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
7303,MC Henriques,6,12,7,0,0,85.71,2,,9.0,0,48,1,5.33,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
123,A Zampa,DNB,-,-,-,-,-,2,,7.0,0,34,0,4.85,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
5601,JP Faulkner,5*,15,7,0,0,71.42,2,,10.0,1,38,4,3.80,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
3367,GJ Bailey,39,76,54,3,0,72.22,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
2436,DA Warner,8,29,17,0,0,47.05,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
404,AJ Finch,56,58,46,7,2,121.73,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
8161,MS Wade,26,42,34,0,0,76.47,2,,DNB,-,-,-,-,1,1,1,0,1,0,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
11545,SPD Smith,58,124,92,5,0,63.04,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
5702,JR Hazlewood,DNB,-,-,-,-,-,2,,10.0,0,56,0,5.60,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2016-08-21,AUS
1781,Babar Azam,29,-,29,2,0,100.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
4466,Imad Wasim,0*,-,2,0,0,0.00,1,,5.4,0,14,5,2.47,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
1358,Azhar Ali,1,-,12,0,0,8.33,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
12273,Sharjeel Khan,152,-,86,16,9,176.74,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
12305,Shoaib Malik,57*,-,37,6,2,154.05,1,,1.0,0,1,0,1.00,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
8561,Mohammad Amir,DNB,-,-,-,-,-,1,,4.0,1,7,1,1.75,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
11866,Sarfaraz Ahmed,2,-,7,0,0,28.57,1,,DNB,-,-,-,-,2,3,1,2,1,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
8609,Mohammad Hafeez,37,-,59,4,1,62.71,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
13489,Umar Gul,DNB,-,-,-,-,-,1,,5.0,0,23,3,4.60,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,PAK
8867,Mohammad Nawaz,53,-,50,7,0,106.00,1,,3.0,0,14,1,4.66,2,0,0,0,0,0,v Ireland,Dublin (Malahide),2016-08-18,3
4112,Hasan Ali,DNB,-,-,-,-,-,1,,5.0,0,21,0,4.20,2,1,1,0,0,1,v Ireland,Dublin (Malahide),2016-08-18,PAK
8755,Mohammad Nabi,25,-,33,1,1,75.75,2,,9.0,0,38,1,4.22,1,1,1,0,0,1,v Ireland,Belfast,2016-07-19,AFG
10924,Rashid Khan,40,-,32,4,1,125.00,2,,10.0,0,68,0,6.80,1,0,0,0,0,0,v Ireland,Belfast,2016-07-19,AFG
2756,Dawlat Zadran,31*,-,15,3,2,206.66,2,,10.0,0,49,2,4.90,1,0,0,0,0,0,v Ireland,Belfast,2016-07-19,AFG
9707,Najibullah Zadran,54,-,66,4,1,81.81,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Ireland,Belfast,2016-07-19,AFG
3500,Gulbadin Naib,2,-,10,0,0,20.00,2,,3.0,1,11,0,3.66,1,0,0,0,0,0,v Ireland,Belfast,2016-07-19,AFG
1252,Asghar Afghan,32,-,64,1,0,50.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Ireland,Belfast,2016-07-19,AFG
9023,Mohammad Shahzad,7,-,6,1,0,116.66,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Ireland,Belfast,2016-07-19,AFG
5802,Javed Ahmadi,3,-,10,0,0,30.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Ireland,Belfast,2016-07-19,AFG
8520,Mirwais Ashraf,0,-,1,0,0,0.00,2,,8.0,2,22,1,2.75,1,0,0,0,0,0,v Ireland,Belfast,2016-07-19,AFG
10812,Rahmat Shah,30,-,56,2,0,53.57,2,,2.0,0,12,0,6.00,1,1,1,0,0,1,v Ireland,Belfast,2016-07-19,AFG
13946,Yamin Ahmadzai,3*,-,7,0,0,42.85,2,,8.0,0,63,1,7.87,1,1,1,0,0,1,v Ireland,Belfast,2016-07-19,AFG
8519,Mirwais Ashraf,14*,-,25,1,0,56.00,1,,7.0,0,22,0,3.14,2,0,0,0,0,0,v Ireland,Belfast,2016-07-17,AFG
9706,Najibullah Zadran,3,-,18,0,0,16.66,1,,DNB,-,-,-,-,2,2,2,0,0,2,v Ireland,Belfast,2016-07-17,AFG
1251,Asghar Afghan,0,-,4,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-17,AFG
2755,Dawlat Zadran,DNB,-,-,-,-,-,1,,7.0,0,30,1,4.28,2,0,0,0,0,0,v Ireland,Belfast,2016-07-17,AFG
11805,Samiullah Shinwari,11,-,25,1,0,44.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Ireland,Belfast,2016-07-17,AFG
13945,Yamin Ahmadzai,DNB,-,-,-,-,-,1,,7.0,1,23,1,3.28,2,0,0,0,0,0,v Ireland,Belfast,2016-07-17,AFG
9022,Mohammad Shahzad,22,-,35,1,0,62.85,1,,DNB,-,-,-,-,2,3,1,2,1,0,v Ireland,Belfast,2016-07-17,AFG
10811,Rahmat Shah,48,-,70,4,0,68.57,1,,6.0,0,30,2,5.00,2,0,0,0,0,0,v Ireland,Belfast,2016-07-17,AFG
8754,Mohammad Nabi,50,-,67,5,1,74.62,1,,6.0,0,17,0,2.83,2,1,1,0,0,1,v Ireland,Belfast,2016-07-17,AFG
10923,Rashid Khan,60*,-,44,5,2,136.36,1,,8.0,1,21,4,2.62,2,0,0,0,0,0,v Ireland,Belfast,2016-07-17,AFG
9951,Noor Ali Zadran,10,-,12,2,0,83.33,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-17,AFG
5801,Javed Ahmadi,3,-,12,0,0,25.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
8753,Mohammad Nabi,40,-,41,4,0,97.56,1,,8.0,1,42,1,5.25,2,1,1,0,0,1,v Ireland,Belfast,2016-07-14,AFG
10922,Rashid Khan,24,-,28,0,1,85.71,1,,10.0,0,44,0,4.40,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
10810,Rahmat Shah,16,-,28,2,0,57.14,1,,6.0,0,30,0,5.00,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
9705,Najibullah Zadran,5,-,9,0,0,55.55,1,,DNB,-,-,-,-,2,2,2,0,0,2,v Ireland,Belfast,2016-07-14,AFG
9021,Mohammad Shahzad,81,-,95,10,0,85.26,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
2754,Dawlat Zadran,5*,-,9,0,0,55.55,1,,8.3,1,43,1,5.05,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
11804,Samiullah Shinwari,1,-,5,0,0,20.00,1,,3.0,0,23,0,7.66,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
1250,Asghar Afghan,33,-,49,2,2,67.34,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
3974,Hamid Hassan,6,-,7,1,0,85.71,1,,6.0,0,21,2,3.50,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
8518,Mirwais Ashraf,9,-,13,2,0,69.23,1,,6.0,0,33,0,5.50,2,0,0,0,0,0,v Ireland,Belfast,2016-07-14,AFG
9704,Najibullah Zadran,59,-,61,6,2,96.72,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-12,AFG
12238,Shapoor Zadran,2*,-,6,0,0,33.33,1,,6.0,0,48,0,8.00,2,0,0,0,0,0,v Ireland,Belfast,2016-07-12,AFG
10921,Rashid Khan,18,-,11,2,1,163.63,1,,10.0,0,28,3,2.80,2,2,2,0,0,2,v Ireland,Belfast,2016-07-12,AFG
8752,Mohammad Nabi,5,-,10,0,0,50.00,1,,9.0,0,45,3,5.00,2,0,0,0,0,0,v Ireland,Belfast,2016-07-12,AFG
8517,Mirwais Ashraf,12,-,12,2,0,100.00,1,,10.0,0,40,2,4.00,2,1,1,0,0,1,v Ireland,Belfast,2016-07-12,AFG
10809,Rahmat Shah,14,-,26,0,0,53.84,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-12,AFG
2753,Dawlat Zadran,7,-,9,1,0,77.77,1,,9.2,1,29,2,3.10,2,0,0,0,0,0,v Ireland,Belfast,2016-07-12,AFG
1249,Asghar Afghan,0,-,7,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-12,AFG
11803,Samiullah Shinwari,24,-,35,2,0,68.57,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Belfast,2016-07-12,AFG
5800,Javed Ahmadi,29,-,43,3,0,67.44,1,,4.0,0,15,0,3.75,2,0,0,0,0,0,v Ireland,Belfast,2016-07-12,AFG
9020,Mohammad Shahzad,66,-,79,8,1,83.54,1,,DNB,-,-,-,-,2,2,2,0,2,0,v Ireland,Belfast,2016-07-12,AFG
12243,Shapoor Zadran,DNB,-,-,-,-,-,1,,5.0,0,30,2,6.00,2,0,0,0,0,0,v Scotland,Edinburgh,2016-07-06,AFG
10958,Rashid Khan,DNB,-,-,-,-,-,1,,6.0,1,19,2,3.16,2,3,3,0,0,3,v Scotland,Edinburgh,2016-07-06,AFG
8789,Mohammad Nabi,14*,-,14,1,0,100.00,1,,5.0,0,26,3,5.20,2,0,0,0,0,0,v Scotland,Edinburgh,2016-07-06,AFG
1278,Asghar Afghan,5,-,10,0,0,50.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Scotland,Edinburgh,2016-07-06,AFG
5811,Javed Ahmadi,16,-,33,2,0,48.48,1,,2.0,0,7,0,3.50,2,1,1,0,0,1,v Scotland,Edinburgh,2016-07-06,AFG
9960,Noor Ali Zadran,6,-,20,1,0,30.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Scotland,Edinburgh,2016-07-06,AFG
9041,Mohammad Shahzad,84,-,91,8,2,92.30,1,,DNB,-,-,-,-,2,1,0,1,0,0,v Scotland,Edinburgh,2016-07-06,AFG
10847,Rahmat Shah,26,-,31,1,0,83.87,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Scotland,Edinburgh,2016-07-06,AFG
9727,Najibullah Zadran,11,-,25,0,0,44.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Scotland,Edinburgh,2016-07-06,AFG
2774,Dawlat Zadran,DNB,-,-,-,-,-,1,,5.0,0,34,2,6.80,2,0,0,0,0,0,v Scotland,Edinburgh,2016-07-06,AFG
8522,Mirwais Ashraf,0*,-,1,0,0,0.00,1,,4.1,0,13,1,3.12,2,0,0,0,0,0,v Scotland,Edinburgh,2016-07-06,AFG
3980,Hamid Hassan,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
8788,Mohammad Nabi,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
10957,Rashid Khan,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
8521,Mirwais Ashraf,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
10846,Rahmat Shah,100*,-,123,8,1,81.30,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
9726,Najibullah Zadran,89*,-,53,9,5,167.92,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
1277,Asghar Afghan,20,-,20,2,0,100.00,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
9040,Mohammad Shahzad,26,-,25,5,0,104.00,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
5810,Javed Ahmadi,39,-,61,5,0,63.93,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
2773,Dawlat Zadran,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
9959,Noor Ali Zadran,1,-,4,0,0,25.00,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Scotland,Edinburgh,2016-07-04,AFG
4895,JC Buttler,70,65,45,7,1,155.55,1,,DNB,-,-,-,-,2,1,0,1,0,0,v Sri Lanka,Cardiff,2016-07-02,ENG
5429,JM Bairstow,22,26,28,1,0,78.57,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Sri Lanka,Cardiff,2016-07-02,ENG
5477,JM Vince,51,77,56,5,0,91.07,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Sri Lanka,Cardiff,2016-07-02,ENG
2167,CR Woakes,17*,14,9,1,1,188.88,1,,9.0,0,36,0,4.00,2,1,1,0,0,1,v Sri Lanka,Cardiff,2016-07-02,ENG
2089,CJ Jordan,DNB,-,-,-,-,-,1,,7.0,0,40,0,5.71,2,0,0,0,0,0,v Sri Lanka,Cardiff,2016-07-02,ENG
5084,JE Root,93,149,106,6,0,87.73,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Sri Lanka,Cardiff,2016-07-02,ENG
6695,LE Plunkett,9,5,4,2,0,225.00,1,,8.0,0,44,3,5.50,2,0,0,0,0,0,v Sri Lanka,Cardiff,2016-07-02,ENG
947,AU Rashid,DNB,-,-,-,-,-,1,,10.0,0,41,2,4.10,2,0,0,0,0,0,v Sri Lanka,Cardiff,2016-07-02,ENG
5309,JJ Roy,34,52,34,4,0,100.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Sri Lanka,Cardiff,2016-07-02,ENG
2890,EJG Morgan,20,21,18,2,1,111.11,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Sri Lanka,Cardiff,2016-07-02,ENG
2624,DJ Willey,DNB,-,-,-,-,-,1,,8.4,0,34,4,3.92,2,1,1,0,0,1,v Sri Lanka,Cardiff,2016-07-02,ENG
7815,MM Ali,2,17,7,0,0,28.57,2,,8.0,0,58,0,7.25,1,1,1,0,0,1,v Sri Lanka,The Oval,2016-06-29,ENG
6698,LE Plunkett,DNB,-,-,-,-,-,2,,8.0,0,65,0,8.12,1,1,1,0,0,1,v Sri Lanka,The Oval,2016-06-29,ENG
5317,JJ Roy,162,172,118,13,3,137.28,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
957,AU Rashid,DNB,-,-,-,-,-,2,,9.0,0,57,2,6.33,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
4903,JC Buttler,17*,13,8,2,0,212.50,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
5094,JE Root,65,83,54,9,0,120.37,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
2628,DJ Willey,DNB,-,-,-,-,-,2,,8.0,0,58,2,7.25,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
2175,CR Woakes,DNB,-,-,-,-,-,2,,9.0,0,65,0,7.22,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
5437,JM Bairstow,29*,50,27,3,0,107.40,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
278,AD Hales,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
2899,EJG Morgan,22,37,27,0,1,81.48,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,The Oval,2016-06-29,ENG
6694,LE Plunkett,DNB,-,-,-,-,-,2,,10.0,0,46,3,4.60,1,0,0,0,0,0,v Sri Lanka,Bristol,2016-06-26,ENG
417,AJ Finch,47,57,41,6,1,114.63,1,,DNB,-,-,-,-,2,1,1,0,0,1,v West Indies,Bridgetown,2016-06-26,AUS
7223,MA Starc,17,26,25,1,1,68.00,1,,8.0,0,32,0,4.00,2,0,0,0,0,0,v West Indies,Bridgetown,2016-06-26,AUS
8171,MS Wade,57*,83,52,2,3,109.61,1,,DNB,-,-,-,-,2,1,1,0,1,0,v West Indies,Bridgetown,2016-06-26,AUS
4894,JC Buttler,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,2,2,0,2,0,v Sri Lanka,Bristol,2016-06-26,ENG
3374,GJ Bailey,22,44,44,2,0,50.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v West Indies,Bridgetown,2016-06-26,AUS
274,AD Hales,0,4,1,0,0,0.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Bristol,2016-06-26,ENG
9621,NM Coulter-Nile,15,16,10,1,0,150.00,1,,8.0,0,46,1,5.75,2,0,0,0,0,0,v West Indies,Bridgetown,2016-06-26,AUS
11554,SPD Smith,46,106,59,4,0,77.96,1,,DNB,-,-,-,-,2,2,2,0,0,2,v West Indies,Bridgetown,2016-06-26,AUS
133,A Zampa,5,14,6,0,0,83.33,1,,10.0,0,50,1,5.00,2,0,0,0,0,0,v West Indies,Bridgetown,2016-06-26,AUS
945,AU Rashid,DNB,-,-,-,-,-,2,,10.0,0,60,0,6.00,1,0,0,0,0,0,v Sri Lanka,Bristol,2016-06-26,ENG
13431,UT Khawaja,14,20,14,3,0,100.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v West Indies,Bridgetown,2016-06-26,AUS
7998,MR Marsh,32,55,45,4,0,71.11,1,,10.0,1,32,3,3.20,2,0,0,0,0,0,v West Indies,Bridgetown,2016-06-26,AUS
3474,GJ Maxwell,4,4,4,1,0,100.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v West Indies,Bridgetown,2016-06-26,AUS
2888,EJG Morgan,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Bristol,2016-06-26,ENG
5427,JM Bairstow,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,2,2,0,0,2,v Sri Lanka,Bristol,2016-06-26,ENG
5082,JE Root,11*,15,16,1,0,68.75,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Bristol,2016-06-26,ENG
2622,DJ Willey,DNB,-,-,-,-,-,2,,10.0,0,55,1,5.50,1,0,0,0,0,0,v Sri Lanka,Bristol,2016-06-26,ENG
5307,JJ Roy,5*,18,7,0,0,71.42,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Bristol,2016-06-26,ENG
2088,CJ Jordan,DNB,-,-,-,-,-,2,,10.0,0,49,1,4.90,1,1,1,0,0,1,v Sri Lanka,Bristol,2016-06-26,ENG
5713,JR Hazlewood,0*,2,0,0,0,-,1,,9.4,1,50,5,5.17,2,1,1,0,0,1,v West Indies,Bridgetown,2016-06-26,AUS
2165,CR Woakes,DNB,-,-,-,-,-,2,,10.0,1,34,3,3.40,1,0,0,0,0,0,v Sri Lanka,Bristol,2016-06-26,ENG
2963,F Behardien,35,-,57,4,0,61.40,2,,DNB,-,-,-,-,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-24,SA
198,AB de Villiers,2,-,10,0,0,20.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-24,SA
273,AD Hales,133*,135,110,10,6,120.90,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Birmingham,2016-06-24,ENG
4893,JC Buttler,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,1,1,0,1,0,v Sri Lanka,Birmingham,2016-06-24,ENG
10278,Q de Kock,6,-,6,1,0,100.00,2,,DNB,-,-,-,-,1,2,2,0,2,0,v West Indies,Bridgetown,2016-06-24,SA
5573,JP Duminy,5,-,7,0,0,71.42,2,,1.0,0,15,0,15.00,1,1,1,0,0,1,v West Indies,Bridgetown,2016-06-24,SA
7107,M Morkel,32*,-,47,3,0,68.08,2,,9.0,0,68,1,7.55,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-24,SA
4639,Imran Tahir,29,-,24,7,0,120.83,2,,10.0,0,40,0,4.00,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-24,SA
6693,LE Plunkett,DNB,-,-,-,-,-,2,,10.0,0,49,2,4.90,1,1,1,0,0,1,v Sri Lanka,Birmingham,2016-06-24,ENG
2621,DJ Willey,DNB,-,-,-,-,-,2,,10.0,0,65,1,6.50,1,1,1,0,0,1,v Sri Lanka,Birmingham,2016-06-24,ENG
13785,WD Parnell,28,-,58,2,0,48.27,2,,9.5,0,63,1,6.40,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-24,SA
7804,MM Ali,DNB,-,-,-,-,-,2,,9.0,0,41,0,4.55,1,0,0,0,0,0,v Sri Lanka,Birmingham,2016-06-24,ENG
5306,JJ Roy,112*,135,95,7,4,117.89,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Birmingham,2016-06-24,ENG
3037,F du Plessis,3,-,8,0,0,37.50,2,,DNB,-,-,-,-,1,2,2,0,0,2,v West Indies,Bridgetown,2016-06-24,SA
5426,JM Bairstow,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Birmingham,2016-06-24,ENG
2887,EJG Morgan,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Birmingham,2016-06-24,ENG
2164,CR Woakes,DNB,-,-,-,-,-,2,,8.0,0,36,0,4.50,1,0,0,0,0,0,v Sri Lanka,Birmingham,2016-06-24,ENG
5081,JE Root,DNB,-,-,-,-,-,2,,3.0,0,15,0,5.00,1,0,0,0,0,0,v Sri Lanka,Birmingham,2016-06-24,ENG
944,AU Rashid,DNB,-,-,-,-,-,2,,10.0,0,34,2,3.40,1,0,0,0,0,0,v Sri Lanka,Birmingham,2016-06-24,ENG
2041,CH Morris,7,-,8,1,0,87.50,2,,10.0,0,63,3,6.30,1,1,1,0,0,1,v West Indies,Bridgetown,2016-06-24,SA
3884,HM Amla,16,-,36,2,0,44.44,2,,DNB,-,-,-,-,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-24,SA
5949,K Rabada,9,-,15,1,0,60.00,2,,10.0,1,31,3,3.10,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-24,SA
953,AU Rashid,DNB,-,-,-,-,-,2,,10.0,0,36,0,3.60,1,0,0,0,0,0,v Sri Lanka,Nottingham,2016-06-21,ENG
6697,LE Plunkett,22*,27,11,2,1,200.00,2,,10.0,0,67,2,6.70,1,0,0,0,0,0,v Sri Lanka,Nottingham,2016-06-21,ENG
3473,GJ Maxwell,46*,32,26,5,2,176.92,2,,2.0,0,10,0,5.00,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-21,AUS
3373,GJ Bailey,34,48,46,5,0,73.91,2,,DNB,-,-,-,-,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-21,AUS
7995,MR Marsh,79*,123,85,6,0,92.94,2,,5.0,0,36,0,7.20,1,4,4,0,0,4,v West Indies,Bridgetown,2016-06-21,AUS
5608,JP Faulkner,DNB,-,-,-,-,-,2,,10.0,0,56,2,5.60,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-21,AUS
276,AD Hales,4,13,5,1,0,80.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Nottingham,2016-06-21,ENG
2626,DJ Willey,7,17,12,0,0,58.33,2,,10.0,0,56,2,5.60,1,0,0,0,0,0,v Sri Lanka,Nottingham,2016-06-21,ENG
11363,SM Boland,DNB,-,-,-,-,-,2,,10.0,0,69,2,6.90,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-21,AUS
13430,UT Khawaja,17,24,17,1,0,100.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-21,AUS
2895,EJG Morgan,43,58,49,7,0,87.75,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Nottingham,2016-06-21,ENG
7220,MA Starc,DNB,-,-,-,-,-,2,,10.0,1,51,3,5.10,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-21,AUS
4900,JC Buttler,93,145,99,6,1,93.93,2,,DNB,-,-,-,-,1,2,2,0,2,0,v Sri Lanka,Nottingham,2016-06-21,ENG
7811,MM Ali,7,10,10,1,0,70.00,2,,10.0,0,69,1,6.90,1,0,0,0,0,0,v Sri Lanka,Nottingham,2016-06-21,ENG
11553,SPD Smith,78,145,107,5,0,72.89,2,,DNB,-,-,-,-,1,2,2,0,0,2,v West Indies,Bridgetown,2016-06-21,AUS
5711,JR Hazlewood,DNB,-,-,-,-,-,2,,10.0,3,40,1,4.00,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-21,AUS
5090,JE Root,2,19,6,0,0,33.33,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Nottingham,2016-06-21,ENG
5434,JM Bairstow,3,13,6,0,0,50.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Nottingham,2016-06-21,ENG
5313,JJ Roy,3,7,10,0,0,30.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Nottingham,2016-06-21,ENG
416,AJ Finch,16,20,11,3,0,145.45,2,,3.0,0,16,0,5.33,1,0,0,0,0,0,v West Indies,Bridgetown,2016-06-21,AUS
