,player,runs,mins,bf,4s,6s,sr,inns_batting,overs,mdns,runs_given,wkts,econ,inns_bowling,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country,runs_clean,Credits,Player Type,Player Name,Team,Bowling Style,fantasy_points,preferred_style,opponent_tier
10240,Mahmudullah,,14,6,0,0,100.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v England,The Oval,2017-06-01,BAN,6.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,10.0,,1
10246,Mushfiqur Rahim,79.0,101,72,8,0,109.72,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v England,The Oval,2017-06-01,BAN,79.0,8.0,WK,Mushfiqur Rahim,BAN,,141.0,,1
10256,JC Buttler,4.0,4,4,1,0,100.0,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v South Africa,Lord's,2017-05-29,ENG,4.0,8.5,WK,Jos Buttler,ENG,,20.0,,2
10260,AU Rashid,0.0,3,1,0,0,0.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v South Africa,Lord's,2017-05-29,ENG,0.0,8.5,BOWL,Adil Rashid,ENG,Spin,4.0,,2
10262,K Rabada,,0,0,0,0,0.0,2,9.0,1,39,4,4.33,1,0.0,0,0,0,0,v England,Lord's,2017-05-29,SA,,9.0,BOWL,Kagiso Rabada,SA,Pace,116.0,,1
10265,DA Miller,,0,0,0,0,0.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v England,Lord's,2017-05-29,SA,,7.5,BAT,David Miller,SA,,4.0,,1
10267,JE Root,2.0,6,5,0,0,40.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v South Africa,Lord's,2017-05-29,ENG,2.0,8.0,ALL,Joe Root,ENG,Spin,6.0,,2
10269,KA Maharaj,,0,0,0,0,0.0,2,6.1,0,25,3,4.05,1,0.0,0,0,0,0,v England,Lord's,2017-05-29,SA,,8.0,BOWL,Keshav Maharaj,SA,Spin,81.0,,1
10270,K Rabada,,0,0,0,0,0.0,2,10.0,0,50,2,5.0,1,0.0,0,0,0,0,v England,Southampton,2017-05-27,SA,,9.0,BOWL,Kagiso Rabada,SA,Pace,54.0,,1
10271,JC Buttler,,81,53,7,0,122.64,1,DNB,0,0,0,0.0,2,3.0,3,0,3,0,v South Africa,Southampton,2017-05-27,ENG,65.0,8.5,WK,Jos Buttler,ENG,,141.0,,2
10276,KA Maharaj,,0,0,0,0,0.0,2,10.0,0,72,1,7.2,1,0.0,0,0,0,0,v England,Southampton,2017-05-27,SA,,8.0,BOWL,Keshav Maharaj,SA,Spin,27.0,,1
10277,MA Wood,,0,0,0,0,0.0,1,10.0,0,47,0,4.7,2,0.0,0,0,0,0,v South Africa,Southampton,2017-05-27,ENG,,7.5,BOWL,Mark Wood,ENG,Pace,4.0,,2
10286,JE Root,39.0,50,41,6,0,95.12,1,3.0,0,18,0,6.0,2,0.0,0,0,0,0,v South Africa,Southampton,2017-05-27,ENG,39.0,8.0,ALL,Joe Root,ENG,Spin,71.0,,2
10288,DA Miller,,80,51,5,2,139.21,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v England,Southampton,2017-05-27,SA,71.0,7.5,BAT,David Miller,SA,,131.0,,1
10291,AU Rashid,,0,0,0,0,0.0,1,6.0,0,41,0,6.83,2,0.0,0,0,0,0,v South Africa,Southampton,2017-05-27,ENG,,8.5,BOWL,Adil Rashid,ENG,Spin,4.0,,2
10298,DA Miller,11.0,13,10,0,1,110.0,2,DNB,0,0,0,0.0,1,2.0,2,0,0,2,v England,Leeds,2017-05-24,SA,11.0,7.5,BAT,David Miller,SA,,37.0,,1
10299,TWM Latham,84.0,0,92,11,0,91.3,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Bangladesh,Dublin,2017-05-24,NZ,84.0,7.5,WK,Tom Latham,NZ,,156.0,,3
10301,AU Rashid,,0,0,0,0,0.0,1,10.0,0,69,2,6.9,2,0.0,0,0,0,0,v South Africa,Leeds,2017-05-24,ENG,,8.5,BOWL,Adil Rashid,ENG,Spin,54.0,,2
10305,JC Buttler,7.0,8,7,1,0,100.0,1,DNB,0,0,0,0.0,2,4.0,4,0,4,0,v South Africa,Leeds,2017-05-24,ENG,7.0,8.5,WK,Jos Buttler,ENG,,51.0,,2
10306,Mushfiqur Rahim,,0,45,3,1,100.0,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v New Zealand,Dublin,2017-05-24,BAN,45.0,8.0,WK,Mushfiqur Rahim,BAN,,79.0,,2
10317,MJ Henry,5.0,0,14,0,0,35.71,1,10.0,0,49,0,4.9,2,0.0,0,0,0,0,v Bangladesh,Dublin,2017-05-24,NZ,5.0,8.5,BOWL,Matt Henry,NZ,Pace,9.0,,3
10318,MA Wood,,0,0,0,0,0.0,1,6.0,0,49,1,8.16,2,1.0,1,0,0,1,v South Africa,Leeds,2017-05-24,ENG,,7.5,BOWL,Mark Wood,ENG,Pace,33.0,,2
10324,JE Root,37.0,93,51,2,0,72.54,1,1.0,0,4,0,4.0,2,0.0,0,0,0,0,v South Africa,Leeds,2017-05-24,ENG,37.0,8.0,ALL,Joe Root,ENG,Spin,53.0,,2
10325,Mustafizur Rahman,,0,0,0,0,0.0,2,10.0,0,46,1,4.6,1,0.0,0,0,0,0,v New Zealand,Dublin,2017-05-24,BAN,,8.0,BOWL,Mustafizur Rahman,BAN,Pace,29.0,,2
10327,K Rabada,19.0,23,21,1,1,90.47,2,9.0,0,63,1,7.0,1,0.0,0,0,0,0,v England,Leeds,2017-05-24,SA,19.0,9.0,BOWL,Kagiso Rabada,SA,Pace,56.0,,1
10328,MJ Santner,0.0,0,6,0,0,0.0,1,10.0,0,53,1,5.3,2,1.0,1,0,0,1,v Bangladesh,Dublin,2017-05-24,NZ,0.0,8.0,ALL,Mitchell Santner,NZ,Spin,34.0,,3
10332,Soumya Sarkar,0.0,0,1,0,0,0.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Dublin,2017-05-24,BAN,0.0,7.0,BAT,Soumya Sarkar,BAN,,1.0,,2
10333,Mahmudullah,,0,36,6,1,127.77,2,DNB,0,0,0,0.0,1,2.0,2,0,0,2,v New Zealand,Dublin,2017-05-24,BAN,46.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,104.0,,2
10339,TWM Latham,104.0,0,111,9,4,93.69,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-21,NZ,104.0,7.5,WK,Tom Latham,NZ,,208.0,,3
10344,MJ Santner,,0,9,2,1,222.22,1,7.0,0,27,1,3.85,2,0.0,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-21,NZ,20.0,8.0,ALL,Mitchell Santner,NZ,Spin,65.0,,3
10346,MJ Henry,,0,0,0,0,0.0,1,8.0,1,36,3,4.5,2,0.0,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-21,NZ,,8.5,BOWL,Matt Henry,NZ,Pace,85.0,,3
10349,Soumya Sarkar,,0,68,11,2,127.94,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-19,BAN,87.0,7.0,BAT,Soumya Sarkar,BAN,,175.0,,3
10350,Mahmudullah,,0,0,0,0,0.0,2,3.0,0,13,0,4.33,1,0.0,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-19,BAN,,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,4.0,,3
10353,Mushfiqur Rahim,,0,7,0,0,42.85,2,DNB,0,0,0,0.0,1,3.0,3,0,3,0,v Ireland,Dublin (Malahide),2017-05-19,BAN,3.0,8.0,WK,Mushfiqur Rahim,BAN,,35.0,,3
10357,Mustafizur Rahman,,0,0,0,0,0.0,2,9.0,2,23,4,2.55,1,0.0,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-19,BAN,,8.0,BOWL,Mustafizur Rahman,BAN,Pace,124.0,,3
10358,Mahmudullah,51.0,0,56,6,0,91.07,1,1.0,0,8,0,8.0,2,1.0,1,0,0,1,v New Zealand,Dublin,2017-05-17,BAN,51.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,99.0,,2
10364,Mushfiqur Rahim,55.0,0,66,4,1,83.33,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v New Zealand,Dublin,2017-05-17,BAN,55.0,8.0,WK,Mushfiqur Rahim,BAN,,101.0,,2
10367,Soumya Sarkar,61.0,0,67,5,0,91.04,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Dublin,2017-05-17,BAN,61.0,7.0,BAT,Soumya Sarkar,BAN,,97.0,,2
10369,Mehidy Hasan Miraz,6.0,0,6,1,0,100.0,1,8.0,0,45,0,5.62,2,0.0,0,0,0,0,v New Zealand,Dublin,2017-05-17,BAN,6.0,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,14.0,,2
10371,TWM Latham,54.0,0,64,3,1,84.37,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Bangladesh,Dublin,2017-05-17,NZ,54.0,7.5,WK,Tom Latham,NZ,,96.0,,3
10372,MJ Santner,,0,3,1,0,166.66,2,10.0,1,36,1,3.6,1,0.0,0,0,0,0,v Bangladesh,Dublin,2017-05-17,NZ,5.0,8.0,ALL,Mitchell Santner,NZ,Spin,46.0,,3
10373,Mustafizur Rahman,,0,1,0,0,0.0,1,9.0,1,33,2,3.66,2,0.0,0,0,0,0,v New Zealand,Dublin,2017-05-17,BAN,0.0,8.0,BOWL,Mustafizur Rahman,BAN,Pace,62.0,,2
10383,TWM Latham,15.0,0,25,3,0,60.0,1,DNB,0,0,0,0.0,2,3.0,3,0,0,3,v Ireland,Dublin (Malahide),2017-05-14,NZ,15.0,7.5,WK,Tom Latham,NZ,,59.0,,3
10384,MJ Santner,,0,1,0,0,100.0,1,10.0,0,50,5,5.0,2,1.0,1,0,0,1,v Ireland,Dublin (Malahide),2017-05-14,NZ,1.0,8.0,ALL,Mitchell Santner,NZ,Spin,142.0,,3
10392,Mahmudullah,,0,56,4,1,76.78,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-12,BAN,43.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,73.0,,3
10394,Mustafizur Rahman,,0,0,0,0,0.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-12,BAN,,8.0,BOWL,Mustafizur Rahman,BAN,Pace,4.0,,3
10395,Taskin Ahmed,,0,0,0,0,0.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-12,BAN,,8.5,BOWL,Taskin Ahmed,BAN,Pace,4.0,,3
10397,Mehidy Hasan Miraz,,0,0,0,0,0.0,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-12,BAN,,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,4.0,,3
10399,Soumya Sarkar,5.0,0,7,1,0,71.42,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-12,BAN,5.0,7.0,BAT,Soumya Sarkar,BAN,,13.0,,3
10401,Mushfiqur Rahim,13.0,0,17,3,0,76.47,1,TDNB,0,0,0,0.0,-,,0,0,0,0,v Ireland,Dublin (Malahide),2017-05-12,BAN,13.0,8.0,WK,Mushfiqur Rahim,BAN,,29.0,,3
10405,JE Root,73.0,106,73,8,0,100.0,1,10.0,0,52,3,5.2,2,0.0,0,0,0,0,v Ireland,Lord's,2017-05-07,ENG,73.0,8.0,ALL,Joe Root,ENG,Spin,196.0,,3
10408,MA Wood,,0,0,0,0,0.0,1,8.1,0,38,2,4.65,2,0.0,0,0,0,0,v Ireland,Lord's,2017-05-07,ENG,,7.5,BOWL,Mark Wood,ENG,Pace,54.0,,3
10409,AU Rashid,39.0,34,25,5,0,156.0,1,10.0,0,68,1,6.8,2,0.0,0,0,0,0,v Ireland,Lord's,2017-05-07,ENG,39.0,8.5,BOWL,Adil Rashid,ENG,Spin,98.0,,3
10416,MA Wood,,0,0,0,0,0.0,2,6.0,0,24,1,4.0,1,0.0,0,0,0,0,v Ireland,Bristol,2017-05-05,ENG,,7.5,BOWL,Mark Wood,ENG,Pace,31.0,,3
10417,AU Rashid,,0,0,0,0,0.0,2,8.0,0,27,5,3.37,1,0.0,0,0,0,0,v Ireland,Bristol,2017-05-05,ENG,,8.5,BOWL,Adil Rashid,ENG,Spin,137.0,,3
10423,JE Root,,78,52,7,0,94.23,2,5.0,0,9,2,1.8,1,0.0,0,0,0,0,v Ireland,Bristol,2017-05-05,ENG,49.0,8.0,ALL,Joe Root,ENG,Spin,141.0,,3
10431,Babar Azam,16.0,0,22,3,0,72.72,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,Providence,2017-04-11,PAK,16.0,8.5,BAT,Babar Azam,PAK,,32.0,,3
10445,Babar Azam,,0,132,7,3,94.69,1,DNB,0,0,0,0.0,2,2.0,2,0,0,2,v West Indies,Providence,2017-04-09,PAK,125.0,8.5,BAT,Babar Azam,PAK,,251.0,,3
10453,Babar Azam,13.0,0,21,0,0,61.9,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v West Indies,Providence,2017-04-07,PAK,13.0,8.5,BAT,Babar Azam,PAK,,25.0,,3
10458,Taskin Ahmed,14.0,0,27,1,0,51.85,2,8.0,1,50,1,6.25,1,1.0,1,0,0,1,v Sri Lanka,Colombo (SSC),2017-04-01,BAN,14.0,8.5,BOWL,Taskin Ahmed,BAN,Pace,61.0,,2
10461,Mushfiqur Rahim,0.0,0,1,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v Sri Lanka,Colombo (SSC),2017-04-01,BAN,0.0,8.0,WK,Mushfiqur Rahim,BAN,,9.0,,2
10462,Mahmudullah,7.0,0,9,1,0,77.77,2,1.0,0,5,0,5.0,1,3.0,3,0,0,3,v Sri Lanka,Colombo (SSC),2017-04-01,BAN,7.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,43.0,,2
10463,Mehidy Hasan Miraz,51.0,0,71,6,0,71.83,2,10.0,1,49,1,4.9,1,0.0,0,0,0,0,v Sri Lanka,Colombo (SSC),2017-04-01,BAN,51.0,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,122.0,,2
10465,Soumya Sarkar,38.0,0,44,3,1,86.36,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Colombo (SSC),2017-04-01,BAN,38.0,7.0,BAT,Soumya Sarkar,BAN,,64.0,,2
10466,Mustafizur Rahman,,0,1,0,0,100.0,2,10.0,0,55,2,5.5,1,0.0,0,0,0,0,v Sri Lanka,Colombo (SSC),2017-04-01,BAN,1.0,8.0,BOWL,Mustafizur Rahman,BAN,Pace,55.0,,2
10468,Mahmudullah,,0,0,0,0,0.0,-,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-03-28,BAN,,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,4.0,,2
10472,Taskin Ahmed,,0,0,0,0,0.0,-,8.5,0,47,4,5.32,1,1.0,1,0,0,1,v Sri Lanka,Dambulla,2017-03-28,BAN,,8.5,BOWL,Taskin Ahmed,BAN,Pace,116.0,,2
10473,Soumya Sarkar,,0,0,0,0,0.0,-,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Sri Lanka,Dambulla,2017-03-28,BAN,,7.0,BAT,Soumya Sarkar,BAN,,12.0,,2
10475,Mehidy Hasan Miraz,,0,0,0,0,0.0,-,10.0,0,50,1,5.0,1,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-03-28,BAN,,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,29.0,,2
10477,Mushfiqur Rahim,,0,0,0,0,0.0,-,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v Sri Lanka,Dambulla,2017-03-28,BAN,,8.0,WK,Mushfiqur Rahim,BAN,,12.0,,2
10478,Mustafizur Rahman,,0,0,0,0,0.0,-,8.0,0,60,1,7.5,1,1.0,1,0,0,1,v Sri Lanka,Dambulla,2017-03-28,BAN,,8.0,BOWL,Mustafizur Rahman,BAN,Pace,35.0,,2
10479,Mahmudullah,,0,7,0,1,185.71,1,DNB,0,0,0,0.0,2,2.0,2,0,0,2,v Sri Lanka,Dambulla,2017-03-25,BAN,13.0,7.5,ALL,Mohammad Mahmudullah,BAN,Spin,39.0,,2
10481,Mushfiqur Rahim,1.0,0,2,0,0,50.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-03-25,BAN,1.0,8.0,WK,Mushfiqur Rahim,BAN,,5.0,,2
10483,Taskin Ahmed,,0,0,0,0,0.0,1,9.0,0,41,1,4.55,2,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-03-25,BAN,,8.5,BOWL,Taskin Ahmed,BAN,Pace,29.0,,2
10484,Mustafizur Rahman,,0,0,0,0,0.0,1,8.1,0,56,3,6.85,2,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-03-25,BAN,,8.0,BOWL,Mustafizur Rahman,BAN,Pace,79.0,,2
10486,Soumya Sarkar,10.0,0,13,2,0,76.92,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v Sri Lanka,Dambulla,2017-03-25,BAN,10.0,7.0,BAT,Soumya Sarkar,BAN,,30.0,,2
10489,Mehidy Hasan Miraz,,0,0,0,0,0.0,1,10.0,0,43,2,4.3,2,0.0,0,0,0,0,v Sri Lanka,Dambulla,2017-03-25,BAN,,8.5,ALL,Mehidy Hasan Miraz,BAN,Spin,56.0,,2
10490,Rashid Khan,,0,0,0,0,0.0,2,10.0,1,29,4,2.9,1,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-24,AFG,,9.0,BOWL,Rashid-Khan,AFG,Spin,118.0,,3
10491,Mohammad Nabi,,0,0,0,0,0.0,2,10.0,0,45,0,4.5,1,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-24,AFG,,8.0,ALL,Mohammad Nabi,AFG,Spin,4.0,,3
10495,Gulbadin Naib,,0,0,0,0,0.0,2,9.0,0,39,1,4.33,1,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-24,AFG,,7.0,ALL,Gulbadin Naib,AFG,Pace,31.0,,3
10497,Fareed Ahmad,,0,0,0,0,0.0,2,10.0,0,65,3,6.5,1,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-24,AFG,,7.0,BOWL,Fareed Ahmed Malik,AFG,Pace,79.0,,3
10499,Rahmat Shah,,164,128,10,1,84.37,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-24,AFG,108.0,7.5,BAT,Rahmat Shah,AFG,,198.0,,3
10504,Hashmatullah Shahidi,23.0,50,45,3,0,51.11,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-22,AFG,23.0,7.5,BAT,Hashmatullah Shahidi,AFG,,39.0,,3
10505,Mohammad Nabi,41.0,85,64,3,0,64.06,1,9.0,0,30,4,3.33,2,1.0,1,0,0,1,v Ireland,Greater Noida,2017-03-22,AFG,41.0,8.0,ALL,Mohammad Nabi,AFG,Spin,177.0,,3
10506,Gulbadin Naib,2.0,11,9,0,0,22.22,1,8.0,1,28,1,3.5,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-22,AFG,2.0,7.0,ALL,Gulbadin Naib,AFG,Pace,39.0,,3
10507,Rahmat Shah,0.0,10,4,0,0,0.0,1,2.0,0,10,0,5.0,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-22,AFG,0.0,7.5,BAT,Rahmat Shah,AFG,,1.0,,3
10511,Rashid Khan,0.0,1,1,0,0,0.0,1,9.0,1,50,2,5.55,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-22,AFG,0.0,9.0,BOWL,Rashid-Khan,AFG,Spin,60.0,,3
10512,Rashid Khan,56.0,68,50,4,3,112.0,1,10.0,1,44,0,4.4,2,1.0,1,0,0,1,v Ireland,Greater Noida,2017-03-19,AFG,56.0,9.0,BOWL,Rashid-Khan,AFG,Spin,124.0,,3
10520,Mohammad Nabi,13.0,25,16,1,0,81.25,1,9.0,0,64,1,7.11,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-19,AFG,13.0,8.0,ALL,Mohammad Nabi,AFG,Spin,44.0,,3
10521,Rahmat Shah,8.0,33,18,1,0,44.44,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-19,AFG,8.0,7.5,BAT,Rahmat Shah,AFG,,16.0,,3
10522,Gulbadin Naib,51.0,98,76,4,2,67.1,1,4.0,0,23,0,5.75,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-19,AFG,51.0,7.0,ALL,Gulbadin Naib,AFG,Pace,95.0,,3
10524,Rahmat Shah,68.0,73,70,5,2,97.14,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-17,AFG,68.0,7.5,BAT,Rahmat Shah,AFG,,116.0,,3
10530,Gulbadin Naib,0.0,3,1,0,0,0.0,1,8.0,0,52,1,6.5,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-17,AFG,0.0,7.0,ALL,Gulbadin Naib,AFG,Pace,26.0,,3
10531,Rashid Khan,6.0,9,4,1,0,150.0,1,9.3,0,43,6,4.52,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-17,AFG,6.0,9.0,BOWL,Rashid-Khan,AFG,Spin,168.0,,3
10532,Mohammad Nabi,14.0,17,10,1,1,140.0,1,9.0,1,70,0,7.77,2,3.0,3,0,0,3,v Ireland,Greater Noida,2017-03-17,AFG,14.0,8.0,ALL,Mohammad Nabi,AFG,Spin,60.0,,3
10535,Mohammad Nabi,,0,19,3,1,178.94,1,9.0,0,38,0,4.22,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-15,AFG,34.0,8.0,ALL,Mohammad Nabi,AFG,Spin,62.0,,3
10536,Hashmatullah Shahidi,32.0,0,32,4,0,100.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-15,AFG,32.0,7.5,BAT,Hashmatullah Shahidi,AFG,,56.0,,3
10538,Gulbadin Naib,7.0,0,9,0,0,77.77,1,9.0,0,54,0,6.0,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-15,AFG,7.0,7.0,ALL,Gulbadin Naib,AFG,Pace,11.0,,3
10541,Rahmat Shah,78.0,0,92,4,3,84.78,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Ireland,Greater Noida,2017-03-15,AFG,78.0,7.5,BAT,Rahmat Shah,AFG,,140.0,,3
10544,Rashid Khan,,0,0,0,0,0.0,1,9.0,0,48,4,5.33,2,1.0,1,0,0,1,v Ireland,Greater Noida,2017-03-15,AFG,,9.0,BOWL,Rashid-Khan,AFG,Spin,116.0,,3
10548,AU Rashid,9.0,0,3,0,1,300.0,1,1.2,0,5,1,3.75,2,0.0,0,0,0,0,v West Indies,Bridgetown,2017-03-09,ENG,9.0,8.5,BOWL,Adil Rashid,ENG,Spin,44.0,,3
10552,JE Root,101.0,0,108,10,0,93.51,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v West Indies,Bridgetown,2017-03-09,ENG,101.0,8.0,ALL,Joe Root,ENG,Spin,193.0,,3
10554,JC Buttler,7.0,0,5,0,1,140.0,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v West Indies,Bridgetown,2017-03-09,ENG,7.0,8.5,WK,Jos Buttler,ENG,,25.0,,3
10559,JE Root,,195,127,3,0,70.86,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v West Indies,North Sound,2017-03-05,ENG,90.0,8.0,ALL,Joe Root,ENG,Spin,130.0,,3
10560,AU Rashid,,0,0,0,0,0.0,2,9.0,0,53,2,5.88,1,3.0,3,0,0,3,v West Indies,North Sound,2017-03-05,ENG,,8.5,BOWL,Adil Rashid,ENG,Spin,82.0,,3
10561,JC Buttler,0.0,7,7,0,0,0.0,2,DNB,0,0,0,0.0,1,2.0,1,1,1,0,v West Indies,North Sound,2017-03-05,ENG,0.0,8.5,WK,Jos Buttler,ENG,,21.0,,3
10568,DA Miller,,45,35,6,2,128.57,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Auckland,2017-03-04,SA,45.0,7.5,BAT,David Miller,SA,,93.0,,2
10574,K Rabada,,0,0,0,0,0.0,2,7.1,1,25,3,3.48,1,0.0,0,0,0,0,v New Zealand,Auckland,2017-03-04,SA,,9.0,BOWL,Kagiso Rabada,SA,Pace,89.0,,2
10581,MJ Santner,24.0,63,50,3,0,48.0,1,2.0,0,9,0,4.5,2,2.0,2,0,0,2,v South Africa,Auckland,2017-03-04,NZ,24.0,8.0,ALL,Mitchell Santner,NZ,Spin,54.0,,2
10586,KS Williamson,9.0,28,16,1,0,56.25,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v South Africa,Auckland,2017-03-04,NZ,9.0,9.0,BAT,Kane Williamson,NZ,,25.0,,2
10589,JE Root,4.0,9,5,0,0,80.0,1,5.0,0,31,0,6.2,2,1.0,1,0,0,1,v West Indies,North Sound,2017-03-03,ENG,4.0,8.0,ALL,Joe Root,ENG,Spin,16.0,,3
10590,AU Rashid,,0,0,0,0,0.0,1,9.0,1,43,1,4.77,2,1.0,1,0,0,1,v West Indies,North Sound,2017-03-03,ENG,,8.5,BOWL,Adil Rashid,ENG,Spin,43.0,,3
10594,JC Buttler,14.0,15,19,0,0,73.68,1,DNB,0,0,0,0.0,2,2.0,2,0,2,0,v West Indies,North Sound,2017-03-03,ENG,14.0,8.5,WK,Jos Buttler,ENG,,34.0,,3
10601,K Rabada,,0,0,0,0,0.0,1,8.0,0,41,1,5.12,2,0.0,0,0,0,0,v New Zealand,Hamilton,2017-03-01,SA,,9.0,BOWL,Kagiso Rabada,SA,Pace,29.0,,2
10609,KS Williamson,21.0,38,24,3,0,87.5,2,3.0,0,17,0,5.66,1,0.0,0,0,0,0,v South Africa,Hamilton,2017-03-01,NZ,21.0,9.0,BAT,Kane Williamson,NZ,,37.0,,2
10610,DA Miller,1.0,4,4,0,0,25.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Hamilton,2017-03-01,SA,1.0,7.5,BAT,David Miller,SA,,5.0,,2
10621,MJ Santner,,0,0,0,0,0.0,2,10.0,0,40,1,4.0,1,1.0,1,0,0,1,v South Africa,Hamilton,2017-03-01,NZ,,8.0,ALL,Mitchell Santner,NZ,Spin,39.0,,2
10622,Mohammad Nabi,48.0,52,40,4,1,120.0,1,3.5,0,14,3,3.65,2,0.0,0,0,0,0,v Zimbabwe,Harare,2017-02-26,AFG,48.0,8.0,ALL,Mohammad Nabi,AFG,Spin,155.0,,3
10627,Rahmat Shah,50.0,120,79,1,0,63.29,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Zimbabwe,Harare,2017-02-26,AFG,50.0,7.5,BAT,Rahmat Shah,AFG,,70.0,,3
10629,Rashid Khan,18.0,32,17,1,0,105.88,1,2.0,0,8,2,4.0,2,1.0,1,0,0,1,v Zimbabwe,Harare,2017-02-26,AFG,18.0,9.0,BOWL,Rashid-Khan,AFG,Spin,84.0,,3
10632,Gulbadin Naib,6.0,16,8,1,0,75.0,1,2.0,0,8,1,4.0,2,0.0,0,0,0,0,v Zimbabwe,Harare,2017-02-26,AFG,6.0,7.0,ALL,Gulbadin Naib,AFG,Pace,39.0,,3
